id_municipio,municipio_nome,id_gaema,id_redeprotetiva,num_gaema,gaema_nome,gaema_secretario,gaema_secretario_funcao,gaema_endereco,gaema_numero,gaema_complemento,gaema_bairro,gaema_cep,gaema_municipio,gaema_telefone,gaema_email,gaema_link,gaema_ato_criacao,gaema_ato_criacao_link,rp_num,rp_nome,rp_ugrhi
3525805,Júlio Mesquita,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3525854,Jumirim,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3525904,Jundiaí,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3526001,Junqueirópolis,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3526100,Juquiá,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3526209,Juquitiba,,13.0,,,,,,,,,,,,,,,,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3526308,Lagoinha,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3526407,Laranjal Paulista,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3526506,Lavínia,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3526605,Lavrinhas,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3526704,Leme,,15.0,,,,,,,,,,,,,,,,XV,Médio Mogi Superior,UGRHI Mogi-Guaçu
3526803,Lençóis Paulista,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3526902,Limeira,11.0,,XI,Núcleo PCJ-Piracicaba,Dra. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,(19) 3433-6185 / 3434-7843,gaemapiracicaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3527009,Lindóia,,14.0,,,,,,,,,,,,,,,,XIV,Alto Mogi,UGRHI Mogi-Guaçu
3527108,Lins,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3527207,Lorena,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3527256,Lourdes,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3527306,Louveira,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3527405,Lucélia,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3527504,Lucianópolis,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3527603,Luís Antônio,5.0,,V,Núcleo Pardo,Dr. Guilherme Chaves Nascimento,1º PJ de Cravinhos,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3527702,Luiziânia,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3527801,Lupércio,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3527900,Lutécia,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3528007,Macatuba,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3528106,Macaubal,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3528205,Macedônia,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3528304,Magda,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3528403,Mairinque,12.0,,XII,Núcleo Tietê/Sorocaba,Dr. Antonio Domingues Farto Neto,,Avenida Engenheiro Carlos Reinaldo Mendes,3200,Sala 609,Alto da Boa Vista,18013-280,Sorocaba,(15) 3228-6700,gaematietesorocaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/tiete_sorocaba,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,
3528502,Mairiporã,8.0,,VIII,Núcleo Cabeceiras,,,Rua Riachuelo,115,Sala 309 / 3º andar,Centro,01007-904,São Paulo,(11) 3119-9370 / 3119-9366,gaema_cabeceiras@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Cabeceiras,"Ato Normativo nº 683/11-PGJ, de 15/02/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/683.pdf,,,
3528601,Manduri,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3528700,Marabá Paulista,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3528809,Maracaí,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3528858,Marapoama,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3528908,Mariápolis,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3529005,Marília,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3529104,Marinópolis,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3529203,Martinópolis,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3529302,Matão,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3529401,Mauá,,12.0,,,,,,,,,,,,,,,,XII,Alto Tietê,UGRHI Alto Tietê
3529500,Mendonça,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3529609,Meridiano,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3529658,Mesópolis,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3529708,Miguelópolis,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3529807,Mineiros do Tietê,,5.0,,,,,,,,,,,,,,,,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3530003,Mira Estrela,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3529906,Miracatu,2.0,,II,Núcleo Vale do Ribeira,Dr. Nilton de Oliveira Mello Neto,3º PJ de Registro,Avenida Clara Gianotti de Souza,102,Salas 106 e 108,Centro,11900-000,Registro,(13) 3821-2934 / 3821-4844,gaemavr@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_Ribeira,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3530102,Mirandópolis,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3530201,Mirante do Paranapanema,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3530300,Mirassol,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3530409,Mirassolândia,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3530508,Mococa,5.0,,V,Núcleo Pardo,Dr. Guilherme Chaves Nascimento,1º PJ de Cravinhos,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3530706,Mogi Guaçu,,15.0,,,,,,,,,,,,,,,,XV,Médio Mogi Superior,UGRHI Mogi-Guaçu
3530607,Mogi das Cruzes,8.0,,VIII,Núcleo Cabeceiras,,,Rua Riachuelo,115,Sala 309 / 3º andar,Centro,01007-904,São Paulo,(11) 3119-9370 / 3119-9366,gaema_cabeceiras@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Cabeceiras,"Ato Normativo nº 683/11-PGJ, de 15/02/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/683.pdf,,,
3530805,Mogi Mirim,,15.0,,,,,,,,,,,,,,,,XV,Médio Mogi Superior,UGRHI Mogi-Guaçu
3530904,Mombuca,11.0,,XI,Núcleo PCJ-Piracicaba,Dra. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,(19) 3433-6185 / 3434-7843,gaemapiracicaba@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3531001,Monções,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3531100,Mongaguá,3.0,,III,Núcleo Baixada Santista,Dra. Flávia Maria Gonçalves,10ª PJ de São Vicente,Avenida Conselheiro Nébias,756,5º andar / conj. 505,Boqueirão,11013-300,Santos,(13) 3221-6257,gaemabs@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Baixada_Santista,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3531209,Monte Alegre do Sul,10.0,,X,Núcleo PCJ-Atibaia,,,,,,,,,,,,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3531308,Monte Alto,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3531407,Monte Aprazível,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3531506,Monte Azul Paulista,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3531605,Monte Castelo,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3531803,Monte Mor,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3531704,Monteiro Lobato,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3531902,Morro Agudo,,4.0,,,,,,,,,,,,,,,,IV,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3532009,Morungaba,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3532058,Motuca,,16.0,,,,,,,,,,,,,,,,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3532108,Murutinga do Sul,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3532157,Nantes,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3532207,Narandiba,6.0,,VI,Núcleo Pontal do Paranapanema,Dr. Gabriel Lino de Paula Pires,11º PJ de Presidente Prudente,Avenida Brasil,494,,Centro,19010-031,Presidente Prudente,(18) 3345-2185 / 3345-2150,gaemaprudente@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/PontalParanapanema,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3532306,Natividade da Serra,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3532405,Nazaré Paulista,10.0,,X,Núcleo PCJ-Atibaia,,,,,,,,,,,,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3532504,Neves Paulista,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3532603,Nhandeara,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3532702,Nipoã,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3532801,Nova Aliança,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3532827,Nova Campina,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3532843,Nova Canaã Paulista,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3532868,Nova Castilho,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3532900,Nova Europa,,16.0,,,,,,,,,,,,,,,,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3533007,Nova Granada,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3533106,Nova Guataporanga,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3533205,Nova Independência,,10.0,,,,,,,,,,,,,,,,X,Baixo Tietê,UGRHI Baixo Tietê
3533304,Nova Luzitânia,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3533403,Nova Odessa,9.0,,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,
3533254,Novais,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3533502,Novo Horizonte,,8.0,,,,,,,,,,,,,,,,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3533601,Nuporanga,,2.0,,,,,,,,,,,,,,,,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3533700,Ocauçu,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3533809,Óleo,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3533908,Olímpia,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3534005,Onda Verde,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3534104,Oriente,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3534203,Orindiúva,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3534302,Orlândia,,4.0,,,,,,,,,,,,,,,,IV,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3534401,Osasco,,13.0,,,,,,,,,,,,,,,,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3534500,Oscar Bressane,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3534609,Osvaldo Cruz,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3534708,Ourinhos,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3534807,Ouro Verde,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3534757,Ouroeste,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3534906,Pacaembu,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3535002,Palestina,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3535101,Palmares Paulista,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3535200,Palmeira d'Oeste,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
3535309,Palmital,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3535408,Panorama,,11.0,,,,,,,,,,,,,,,,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3535507,Paraguaçu Paulista,7.0,,VII,Núcleo Médio Paranapanema,Dr. Luis Fernando Rocha,3º PJ de Assis,Rua Vinte e Quatro de Maio,2,,Vila Clementina,19806-030,Assis,(18) 3322-2155 / 3324-2378,gaemaparanapanema@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,
3535606,Paraibuna,1.0,,I,Núcleo Vale do Paraíba,Dr. Laerte Fernando Levai,4º PJ de São José dos Campos,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mpsp.mp.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,
3535705,Paraíso,,7.0,,,,,,,,,,,,,,,,VII,Turvo/Grande,UGRHI Turvo/Grande
3535804,Paranapanema,,6.0,,,,,,,,,,,,,,,,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3535903,Paranapuã,,9.0,,,,,,,,,,,,,,,,IX,São José dos Dourados,UGRHI São José dos Dourados
